exchange_id,scooter_id,swapIn_X,swapIn_Y,trip_1_distance,swapout_X,swapout_Y,trip_last_distance,total_distance
b7b6ec9c-8b6d-4d9c-a994-3f6ff06044df,03a6729f-8045-4ada-9110-3ec91079c83c,197430.54955192577,2499324.799771421,9.3,202047.94901739745,2504851.213601172,3.4000000000000004,9300.0
97370c65-7bac-40f1-b635-ecabc6b8d995,03a6729f-8045-4ada-9110-3ec91079c83c,199385.13441989318,2482671.132000322,7.2,199385.13441989318,2482671.132000322,1.5,28500.0
f83f0c54-b740-43f9-afc8-13ec627c1816,03a6729f-8045-4ada-9110-3ec91079c83c,197430.54955192577,2499324.799771421,9.3,202563.4485591085,2488056.433929821,24.200000000000003,9300.0
81b0bf2a-5096-40be-af1e-7693f6f18f36,03a6729f-8045-4ada-9110-3ec91079c83c,194268.69285183673,2485727.628316323,0.4,199385.13441989318,2482671.132000322,1.4000000000000001,15600.000000000002
712a2432-c510-437a-9105-e5258c4ae77a,10a805da-2f78-4a80-aaf1-4a5519808082,305786.7478812649,2773927.2364315717,0.2,306688.78972017264,2771103.6012377082,1.5,9000.0
7ea0bfb6-3c8f-4257-988b-ed5324348988,10a805da-2f78-4a80-aaf1-4a5519808082,312057.86430286086,2770989.038883325,16.1,305786.7478812649,2773927.2364315717,7.9,16100.000000000002
3cd8cb25-be15-43e9-a516-7c7b9378a9e4,10a805da-2f78-4a80-aaf1-4a5519808082,316436.2800386845,2764990.3164663464,11.600000000000001,312057.86430286086,2770989.038883325,11.600000000000001,11600.000000000002
7a5acf45-27e5-48c4-bfe0-f565eb61159d,10a805da-2f78-4a80-aaf1-4a5519808082,321577.2904050009,2758741.677253732,18.5,316436.2800386845,2764990.3164663464,18.5,18500.0
15408d5a-2304-4f47-83da-452bf3964538,10a805da-2f78-4a80-aaf1-4a5519808082,328604.95928001485,2747253.809699857,34.1,321577.2904050009,2758741.677253732,34.1,34100.0
a16a679e-6f6f-4da8-a081-5b23358d5918,10a805da-2f78-4a80-aaf1-4a5519808082,335791.25383105566,2721313.8276000223,33.5,328604.95928001485,2747253.809699857,33.5,33500.0
a6711677-28bf-4cd7-a80a-46dc3a993c23,10a805da-2f78-4a80-aaf1-4a5519808082,330877.6497268643,2706635.583469442,14.700000000000001,335791.25383105566,2721313.8276000223,11.5,15800.0
21aac83c-7d33-4718-b70c-8e29bcf48508,10a805da-2f78-4a80-aaf1-4a5519808082,325486.4993022196,2690319.8317876807,25.5,330877.6497268643,2706635.583469442,25.5,25500.0
2f4e0ceb-6680-4445-905a-c134a3af5ed6,10a805da-2f78-4a80-aaf1-4a5519808082,313585.75082155236,2671958.7154330644,0.6000000000000001,325486.4993022196,2690319.8317876807,28.400000000000002,600.0000000000001
8706b633-a5f5-4c1f-a5ae-3019ee5f18cd,10a805da-2f78-4a80-aaf1-4a5519808082,314244.7978207354,2654871.5167157394,0.5,313585.75082155236,2671958.7154330644,6.1000000000000005,16800.0
